text,ex1_score,ex2_score
"Radosław Piotrowski-Oki, proszę o rezerwację od 9:00 do 14:00 ze mną Otto Zwolankowski & Radzisław z Olimpią Buthner-Zawadzka (Entergia) (właściwie od 10:00 do 13:00 nie wliczając czasu dojazdu do ich sklepu w Lesie) 5 września , 2000.",5,4
Czy musimy się spotkać i porozmawiać z Cecylią Paturej-Dziubą?,5,4
Proszę umieścić Gerarda Kolendrę w moim kalendarzu na czwartkowy lunch w przyszłym tygodniu.,5,4
"Eliaszu Śmigier proszę nie udostępniaj nikomu tego linku, masz czas do północy dzisiejszej nocy.",5,4
Oto kilka rzeczy do omówienia.,5,4
"Daj mi znać, gdy otrzymasz wymagane informacje ze szkół.",5,4
Proszę o przesłanie faktury Ogy za marzec.,5,4
"Chłopaki, czy możecie zebrać następujący przegląd portfela/karty dla głównych inwestycji i zasobów kapitału energetycznego: a) wyszczególnij istniejący portfel – zwycięzcy/przegrani; uzupełnienia/usunięcia i ogólna wydajność; b) szczegółowe informacje o warunkach rynkowych na Twoich rynkach i wszelkich następujących po nich zmianach strategii; c) przewidywane duże transakcje w 2001 r.; oraz d) dokonać przeglądu statutu i wyszczególnić wszelkie proponowane zmiany.",5,4
"Marceli Gostkowski-Olszewski chce wiedzieć, czy Ty, Wawrzyniec Drygierczyk i Zdzisław Jaudy jesteście gotowi na lunch jutro o 11:30.",5,4
Czy możesz porozmawiać w poniedziałek rano ze mną i Triboletem na temat analizy rdzeni/nierdzeni dla Hertzberga?,5,4
"Porozmawiajmy o tym, zanim złożymy ofertę.",5,5
Czy możesz wydrukować dla mnie 20 kolorowych kopii tych raportów tylko w tym tygodniu.,5,4
Porozmawiam o tym jutro.,5,5
Czy ta sprawa ma się odbyć dzisiaj czy w następny poniedziałek?,5,4
Być może uda nam się też zaaranżować dyskusję na temat umowy o przyłączenie.,5,4
"Wiem, że właśnie wróciliście z wakacji, ale zastanawialiście się, czy nie chcielibyście dołączyć do nas na wyjazd na narty do Deer Valley.",5,3
"Droga Danuto Rusinowski-Jakubowski: Kiedy nadejdzie odpowiedni moment, chciałbym odwiedzić Ciebie (i ewentualnie Raisę), aby przedyskutować mój pomysł napisania naukowej, ale żywej historii Enronu.",5,4
Z niecierpliwością czekam na Twoją dyskusję na temat zagrożenia reregulacją na następnym spotkaniu.,5,4
Zadzwoń i porozmawiamy dalej.,5,5
Zadzwoń do mnie w celu omówienia.,5,4
"Oczekuję odpowiedzi na początku przyszłego tygodnia - mam nadzieję, że w poniedziałek.",5,4
"Po tym wszystkim, co wydarzyło się w ciągu ostatnich kilku tygodni, wiem, że musisz być niesamowicie zajęty; ale jeśli możesz to popracować, Roch i ja chcielibyśmy spotkać się z tobą na około 30-40 minut, aby przekazać ci aktualne informacje na temat dwóch wymienionych poniżej inicjatyw, mających na celu zorganizowanie igrzysk olimpijskich 2012 w Houston.",5,4
"Cześć David: Czy mógłbyś do mnie zadzwonić, aby omówić projekt, kiedy będziesz miał chwilę.",5,5
Zadzwoń na moją komórkę lub zadzwoń do mnie po spotkaniu po południu i porozmawiajmy.,5,4
"Proszę o krótki opis tego, czym zajmuje się ICor.",5,4
"Zbigniew, jeśli EPA zatwierdziła inne alternatywne metody oznaczania siarki w gazie opałowym, czy możesz zatwierdzić je dla naszych metod siarkowych?",5,3
"Albo mógłbym omówić te kwestie po 20:00. Daj mi znać, kiedy chciałbyś porozmawiać i jeśli nadal masz problemy w tym zakresie.",5,4
Podaj następujące adresy e-mail na liście dystrybucyjnej danych cenowych w tygodniu dwutygodniowym.,5,3
"Nie mogę się doczekać spotkania z tobą i mam nadzieję, że możesz odwiedzić biuro, podczas gdy będziesz słuchać dyskusji na temat Kalifornii.",5,4
"Hej Jeff – wciąż zastanawiam się, czy dotarł do mnie mój ostatni e-mail.",5,4
Porozmawiajmy dalej.,5,5
"Jeśli chcesz, żebym się nią zaopiekował, daj mi znać.",5,4
"Możemy umówić się na 3-stronną rozmowę z Twoim obecnym operatorem, aby Ci w tym pomóc.",5,4
"Widziałem, że niedawno zacząłeś zastanawiać się nad przejściem do Eustachy Flis-Choina, chciałbym omówić niektóre szczegóły twojej obecnej sytuacji, aby móc jak najszybciej pomóc Ci wstać i zacząć korzystać z funkcji dostępnych w Eustachy Flis-Choina, która najlepiej spełni Twoje aktualne potrzeby!",5,3
"Z radością dołączymy do Was, aby świętować święta.",5,2
Czy mógłbyś do mnie zadzwonić w poniedziałek w sprawie dalszych informacji na naszym panelu?,5,4
"Proszę o przesłanie go do mnie ponownie, abym mógł kontynuować.",5,4
"Cieszę się, że możesz przemawiać na naszym spotkaniu lunchowym 15 lutego.",5,4
"Skoro tak często byłeś poza miastem, czy pomogłoby, gdybym wyjechała w piątek, żebyś mógł nadrobić zaległości?",5,3
"Czy masz pojęcie, ile czasu minie, zanim otrzymam zamiennik?",5,4
"Mam nadzieję, że udzielisz nam więcej porad!",5,4
"Dominik Brącel, Musimy jak najszybciej stworzyć jeszcze dwie książki.",5,4
"Wybiegając w przyszłość, myślę, że jako zespół zarządzający, w tym Ty, powinniśmy przedyskutować, jaka powinna być strategia.",5,4
"PS Zrób to JAK NAJSZYBCIEJ, ponieważ klient ma wyjechać dziś o 16:00.",5,4
"Czy chcesz, żebym przefaksowała do Ciebie faksem, czy przyniosła kopie na jutrzejsze spotkanie?",5,4
Daj mi znać jak idzie!,5,4
"Zostaw mi wiadomość głosową i daj znać, jak przebiega spotkanie.",5,4
"Możesz mnie uprzedzić, jeśli w jednej z nadchodzących środowych rozmów jest coś, co chciałbyś, żebym skomentował.",5,4
"Chłopaki, chciałbym zaplanować kwartalne spotkanie w celu przeglądu naszego ryzyka technicznego w ramach tej procedury raportowania.",5,4
Chciałbym jak najszybciej z wami porozmawiać.,5,5
"Czy otrzymałeś zmiany, o których rozmawialiśmy wczoraj, uwzględnione zanim odpowiedź na zapytanie trafiła do CMS?",5,4
"Zadzwoń do mnie, jeśli masz jakieś uwagi, ponieważ chcę je wysłać dziś wieczorem.",5,4
"Proszę o przesłanie kopii upamiętnionych punktów, które stworzyłeś w związku z krótką sesją treningową pana Stefanii.",5,3
Przejrzę listę i zadzwonię po lunchu.,5,4
"Alison, lepiej wyślij mi co masz przez Fed-X lub fax (505) 627-8172.",5,3
"Naprawdę myślę, że musimy się spotkać jutro wieczorem, żeby sfinalizować, ale nie mam ochoty za bardzo naciskać.",5,4
"Jeśli się mylę, będziemy musieli wszystko naprawić, tak jak dzisiaj.",5,3
Musimy odwołać spotkanie Adaminy z Oskarem Gerlachem-Sońtą na ten poniedziałek.,5,4
"Magdalena Pawłowski-Olejarz i/lub Tomasz, czy jeden lub oboje z was zadzwonią do mnie, gdy tylko będziecie gotowi na rozmowę konferencyjną z Apolonią Kwiatkowski-Andrijew, Rajnardem Grelskim i ze mną.",5,4
"Daj mi znać o kilku dniach/przedziałach czasowych, które są dla Ciebie dostępne w ciągu najbliższych kilku tygodni, a my postaramy się wzmocnić wizytę.",5,4
"Wsiadam do samolotu Houston o 6:30 PDT, więc musisz to zrobić sam.",5,3
"Będziemy musieli przedyskutować, jak dostosować ryzyko fizyczne, aby dopasować ograniczenia przepływu w EPNG.",5,4
"Czy wiesz, czy spotykamy się w poniedziałek?",5,4
"Byłoby wspaniale, gdybyśmy mogli porozmawiać w tym tygodniu.",5,4
W drugiej kwestii rozumiem i porozmawiamy.,5,4
"Nie usuwaj poniższych informacji o koncie i urządzeniu, ponieważ pomoże nam to w zaspokojeniu Twoich potrzeb.",5,2
W międzyczasie poświęć chwilę na rozpowszechnianie informacji.,5,4
"Włodzimierz czeka na Twój telefon, Witosław Matiakowski, a Reinhard Pogorzelski-Łowczowski być może zechcesz zaprosić go na lunch.",5,4
"Po drugie, będziemy musieli dodać kilka list rozwijanych, aby poradzić sobie z problemami z handlem online.",5,3
"Kilka punktów, mam nadzieję, że podzielisz się ze swoją grupą w poniedziałek:",5,3
Proszę szczegółowo opisać dostępne możliwości przesyłu tego gazu.,5,4
Czy jest jakaś szansa na spotkanie z wami obojgiem?,5,4
"Zadzwonię do ciebie, kiedy (i jeśli) skończę z tym telefonem.",5,4
"Więc musimy się spotkać lub potrzebuję od ciebie więcej informacji, aby uzyskać dobry pomysł na to, czego dokładnie chcesz.",5,4
"Proszę daj mi znać, jak się do tego zabrać, ponieważ mam około stu recenzji do zrobienia i będę w drodze bez przerwy przez kilka tygodni.",5,4
"Jeśli jesteś wolny jednego wieczoru, możemy zjeść razem kolację.",5,3
"Nie wahaj się zadzwonić i omówić dalsze trudne lekcje, które ci wysłałem.",5,4
Celujmy w czwartek rano.,5,3
"Rudolf, porozmawiajmy.",5,5
"Porozmawiamy o tym w przyszłym tygodniu, kiedy przyjedzie do miasta.",5,4
Czy mogę otrzymać dane dzienne z okresu wstecz do 98 kwietnia?,5,3
"Czy coś zostało ustawione? Mam rezerwację na 200, ale poza tym jestem dostępny.",5,3
"Myślę, że będę musiał z tobą o tym jutro porozmawiać, bo jestem zdezorientowany.",5,4
Czy możemy przesunąć to spotkanie na 11:00?,5,4
Czy mógłbyś mi podać Gazetę Gazową ze stycznia 2001 r. za następujące punkty?,5,4
"Wyjdźmy na lunch, kiedy wrócisz.",5,4
Brygidę Śliwczyński-Galę przeniosłem na 30 marca – czy możecie spróbować przesunąć mój lunch z Elfrydą na 28 marca?,5,3
Przejrzyj i wprowadź ostateczne zmiany.,5,4
"Hej, zadzwoń do mnie, kiedy będziesz w sieci.",5,4
Dołącz do mnie na $LINK,5,2
"Czy możesz umówić się na spotkanie z tobą, szefami biur i ze mną na 1 godzinę w tym tygodniu, aby porozmawiać o EOL i ofertach produktów.",5,4
"Zadzwoń do mnie, jeśli masz kilka minut, a przekażę ci aktualne informacje o tym, co się tutaj dzieje (wybierz 87-7449, jeśli zapomniałeś, jak zadzwonić do nas z centrali światowej).",5,3
"Proszę o przesłanie mi dalej, abym mógł zapoznać się z opinią i uzyskać ostateczną zgodę na transakcję.",5,4
"Jeśli ta data nie zadziała, czy zechciałbyś włączyć mojego asystenta, Michała Zadruckiego, do dystrybucji, biorąc pod uwagę, że będę na konferencji prawniczej przez resztę dnia i jutro?",5,4
"Daj mi znać, jeśli możesz spotkać się w poniedziałek 22 stycznia o 16:30. lub środa, 24 stycznia o godzinie 11:15",5,4
"Oboje powinniście zadzwonić do mnie w domu w weekend, aby omówić 20 rzeczy.",5,4
"Będziemy musieli omówić jutro podczas rozmowy telefonicznej, jaką pozycję zajmujemy (Enron) w obliczu prób pozyskania domyślnego dostawcy przez New Power.",5,4
Modest Deleśkiewicz zaprosił mnie na jutrzejsze spotkanie w Lesie.,5,4
"Informuj mnie na bieżąco i zgłoś grupę MKM w odpowiednim czasie (na tyle przed złożeniem przez nas oferty, aby mogli wyrazić opinię na temat wyceny).",5,4
"Jeśli dostaniesz wolną chwilę, możesz do mnie zadzwonić w celu omówienia.",5,4
"Potrzebuję tego, o czym rozmawialiśmy wczoraj.",5,5
"Chcemy, aby dane były jak najlepsze.",5,4
"Pamiętaj, aby sprawdzić harmonogram swojej szkoły, abyśmy mogli zarezerwować nasze loty do Kansas.",5,3
"Myślę, że musisz do mnie zadzwonić.",5,4
"To jest temat do dyskusji, w którym chcę mieć Twój wkład na przyszły rok.",5,4
Czy dziś po południu możesz z nim porozmawiać?,5,4
Porozmawiajmy osobiście.,5,5
"Walery Białas-Rycerski, chciałbym więcej szczegółów w tych sprawach, o których nie wiedziałem - porozmawiajmy w przyszłym tygodniu.",5,4
"Modesta Szylinga: zadzwoń, żebyśmy mogli porozmawiać o Januariuszu Żeglewiczu.",5,4
"Musimy sporządzić raport z księgi śródmiesięcznej, który będziemy mogli wykorzystać do związania.",5,4
Dostałeś bilety?,5,3
Czwartek brzmi świetnie i po prostu daj mi znać o piątku.,5,3
Proszę o jak najszybsze podanie informacji o tej transakcji.,5,4
"Załóżmy, że porozmawiamy jutro w sprawie: rozwiązanie Matyldy Uliszak?",5,4
Więc wróć do mnie ze swoim harmonogramem.,5,4
"Jan, czy możesz powiadomić Christiana, że ​​nie będę w biurze w piątek.",5,4
Umów się na szybkie 15 minutowe spotkanie z Janisławem Maliszewskim-Sobierajem i Stellą Willmą w sprawie rachunku zysków i strat.,5,4
"Proszę, odpowiedz na to Eulalii i mnie.",5,4
"Twadna, czy mógłbyś wydrukować, a następnie złożyć dla mnie Agnieszkę Aurzecki (nie plik due diligence).",5,4
Możemy zapytać Ludwikę Sztromkie w środę.,5,4
"Czy możesz prześledzić te oferty i wysłać e-mail do Leontyny Grolik-Bauer, gdy skończysz.",5,4
Cześć: Czy możesz przesłać mi kopię listu powierniczego?,5,4
"Kiedy będziesz miał okazję, zadzwoń do mnie pod numer 888.916.7184.",5,3
"Poświęć chwilę, aby odpowiedzieć na jedno proste pytanie, klikając jeden z poniższych linków:",5,2
"Czy moglibyśmy umówić się na telekonferencję na piątek lub poniedziałek, aby omówić wszelkie pytania/problemy.",5,4
Czy możesz skontaktować się ze swoimi ludźmi?,5,4
"Jeśli tak, to kiedy porozmawiasz ze Skillingiem i czy chcesz zaplanować coś wokół tego, czy wcześniej?",5,4
"Jeśli twoje dzieci będą mogły uczestniczyć, daj mi znać.",5,3
"Nasze spotkanie zaczyna się o 19:00, ale tak naprawdę nie zaczynamy się modlić przed 20:00, więc jeśli chcesz się z nami skontaktować w tym czasie, byłoby wspaniale.",5,4
"Zyta Co powiesz na spotkanie o 11:30 lub 12? Jestem w biurze, więc zadzwoń do mnie.",5,4
"Proponuję zrobić to na piśmie, a nie w e-mailu, którym można by manipulować.",5,4
"Możemy spróbować w tym tygodniu, jeśli będziesz dostępny.",5,4
Czy powinniśmy umówić się na obiad?,5,4
Przejrzyj wszystkie swoje informacje..,5,4
"Ile razem kosztuje ubezpieczenie i podatki, proszę wyszczególnić!",5,3
"Jakieś sugestie, jak mogę się zameldować i sprawdzić postępy?",5,4
Zadzwoń do dyskusji.,5,4
Czy jesteś dostępny od jutra do dalszej dyskusji?,5,4
"W przyszłym tygodniu umówię się z Tobą na spotkanie, aby omówić, jak możemy Ci pomóc",5,4
Jesteś dostępny?,5,3
Nie – spotykam się z Alicją Rajczyk o 11 w celu przedyskutowania.,5,4
"Poświęć chwilę, aby uzupełnić swój profil i wykonać pierwszą synchronizację, aby zacząć cieszyć się zaawansowanymi funkcjami Zakładki.",5,1
"Daj mi znać, która godzina jest dla Ciebie najlepsza i bardzo dziękuję za poświęcony czas.",5,4
"Andżelika Ługowoj: Zakładam, że na jutrzejsze spotkanie zadzwonicie do mnie na numer-415.782.7822.",5,4
"Proponuję umówić się na odprawę z Andrzejem Bańcyrowskim na wtorkowe popołudnie, bo od teraz mamy dużo do zrobienia.",5,4
"PROSZĘ ZACHOWAĆ POUFNOŚĆ TEJ FIRMY, ABY UNIKNĄĆ KOMPLIKACJI, które mogą zniweczyć nasze plany.",5,3
W załączeniu ostateczna prezentacja na jutrzejsze posiedzenie zarządu.,5,4
Mam kilka pomysłów dotyczących przejścia i chciałbym podzielić się nimi z Tobą i/lub zespołem ds. zmiany komunikacji.,5,4
"Myślę, że oboje powinniście do nas dołączyć.",5,4
OK. Piątek i tak miał być dla mnie naprawdę trudny.,5,3
"Daj mi znać, co planujesz.",5,4
Nie zapomnij porozmawiać z VNG o Nabisco.,5,4
"Hej, wyślij je ponownie.",5,4
Zadzwoń do Edwina Skorskiego-Wyszyńskiego pod numer 713 853 6177 i porozmawiaj z nim.,5,3
"Jeśli tak, musisz się pospieszyć.",5,3
Czy możesz przeczytać tę prośbę i jak najszybciej wrócić do Marka z informacją?,5,4
Jestem tu dzisiaj (nie było wczoraj) i chętnie o tym z Tobą porozmawiam.,5,4
"Twanda, czy mogłabyś sprawdzić mój kalendarz i zarezerwować tak, jeśli będę wolny?",5,5
"Zatrzymam się jutro, żeby się przywitać.",5,4
"Oto numery telefonów, pod które możesz zadzwonić, jeśli potrzebujesz pomocy dziś wieczorem (lub jutro, jestem pewien).",5,3
"Zadzwoń do mnie, abyśmy mogli pomóc Ottonowi Altnederowi w przygotowaniu scenariusza, kiedy zadzwoni do Langley.",5,4
"Czy mógłbyś upewnić się, że wszyscy w biurze mają ten numer telefonu.",5,4
"Proszę napisz do mnie na adres natasha.stevenson@davidco.com, aby dowiedzieć się, jak to zrobić.",5,3
Ina: czy mógłbyś uzyskać dostęp do ECT Trading na dysku O?,5,3
"Ponadto dzisiaj o 10:00 jest spotkanie dotyczące statusu -- nie wiem, czy otrzymałeś wiadomość, ale mam nadzieję, że możesz wziąć udział przez telefon.",5,4
Zadzwonię jutro w tej sprawie.,5,4
Proszę przekazać Bev.,5,4
"Prosimy o e-mail z opisami sesji do wtorku, 20 listopada.",5,4
"Mam dziś spotkanie o 11 rano i zajęcia od 13 do 14, więc jeśli zadzwonisz lub napisz do mnie w tych ramach czasowych, a przez jakiś czas nie odpowiem, to właśnie dlatego.",5,3
Czy możesz wrócić do mnie z kilkoma pomysłami w ciągu najbliższego tygodnia – może warto wybrać kilka mózgów w różnych organizacjach ENA w ramach twojego procesu.,5,4
Czy mógłbyś zadzwonić do Sylwii Krzyminiewskiej i porozmawiać?,5,4
Wyjdźmy któregoś wieczoru i wypijmy kilka drinków.,5,3
"Informujemy, że nie będę uczestniczyć w jutrzejszych zajęciach o godzinie 14:00.",5,3
"Prosimy o przesłanie tego do innych uczestników Enronu do przejrzenia przed naszą telekonferencją z Jolantą Moraczewski-Matysiak, 1 listopada 2001, godz. 11:00.",5,4
Zapraszamy do przyłączenia się.,5,3
"Wiesz też, czy Ziemowit Hefele planuje uczestniczyć.",5,4
Mamy się spotykać w każdy piątek o 8:00.,5,4
"W przypadku wszystkich innych problemów, w tym dalszych kroków po zakończeniu tego procesu, prosimy o bezpośredni kontakt z Modest Bodzenta-Tałach.",5,3
"Prosimy o jak najszybsze potwierdzenie udziału, najlepiej do końca tego tygodnia lub na początku przyszłego tygodnia, ponieważ stanowiska mówione szybko się zapełnią.",5,4
"Aby odwiedzić swoją stronę członkowską i zdobyć nagrody, wypełniając ankiety, użyj poniższego linku w dowolnym momencie:",5,2
Porozmawiajmy w poniedziałek.,5,5
"Jeśli masz jakieś uwagi lub pytania, które chciałbyś omówić, nie wahaj się zadzwonić do mnie pod numer (713) 853-3399, Kornelia Ocaya pod numer (713) 345-4079 lub Ludwik Klemencki pod numer (713) 853-0397.",5,3
